CustomerId,AreaName,IndustryName,ProductCode
3950,CHCH EAST,SHEETMETAL ENGINEERS,SEG25+12192438
5236,CHCH WEST,GENERAL ENGINEERING,SEG25+12192438
5236,CHCH WEST,GENERAL ENGINEERING,SEG25+12192438
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
3478,PALMERSTON NORTH,FOOD MANUFACTURERS,SEG25+12192438
664,WAIRARAPA DISTRICT,MANUFACTURERS,HB08908960+0800
4413,HAMILTON,STRUCTURAL CONSTRUCTION,HB08908960+0800
67,AUCKLAND NORTH,STEEL FABRICATORS,HB08908960+0800
5051,CHCH EAST,STEEL FABRICATORS,HB08908960+0800
4413,HAMILTON,STRUCTURAL CONSTRUCTION,HB08908960+0800
4722,WELLINGTON,GENERAL ENGINEERING,HB08908960+0800
1816,AUCKLAND CENTRAL,MANUFACTURERS,HB08908960+0800
1214,PALMERSTON NORTH,STEEL FABRICATORS,HB08908960+0800
4413,HAMILTON,STRUCTURAL CONSTRUCTION,PM010+30009000
4240,AUCKLAND SOUTH,TRANSPORT ENGINEERS,PM010+30009000
4240,AUCKLAND SOUTH,TRANSPORT ENGINEERS,PM010+30009000
6889,TAUPO-TURANGI,GENERAL ENGINEERING,PM010+12202400
6889,TAUPO-TURANGI,GENERAL ENGINEERING,PM010+12202400
5115,MOUNT - TEPUKE,GENERAL ENGINEERING,PM010+12202400
5115,MOUNT - TEPUKE,GENERAL ENGINEERING,PM010+12202400
1096,TAURANGA,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
6521,WELLINGTON,MANUFACTURERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
5115,MOUNT - TEPUKE,GENERAL ENGINEERING,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
6067,PALMERSTON NORTH,GENERAL ENGINEERING,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
5115,MOUNT - TEPUKE,GENERAL ENGINEERING,PM010+12202400
7850,HAWKES BAY,SHEETMETAL ENGINEERS,PM010+12202400
5115,MOUNT - TEPUKE,GENERAL ENGINEERING,PM010+12202400
6980,TARANAKI,MANUFACTURERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
8209,WAIRARAPA DISTRICT,GENERAL ENGINEERING,PM010+12202400
2820,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
8534,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
3554,NORTHLAND,GENERAL ENGINEERING,PM010+12202400
8534,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
2084,AUCKLAND WEST,STEEL FABRICATORS,PM010+12202400
855,MOUNT - TEPUKE,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
6764,STAINLESS,SHEETMETAL ENGINEERS,SEG25+12192438
1121,WAIRARAPA DISTRICT,GENERAL ENGINEERING,SEG25+12192438
2357,HAWKES BAY,GENERAL ENGINEERING,SEG25+12192438
1121,WAIRARAPA DISTRICT,GENERAL ENGINEERING,SEG25+12192438
8693,STAINLESS,SHEETMETAL ENGINEERS,SEG25+12192438
1448,DUNEDIN OTAGO,SHEETMETAL ENGINEERS,SEG25+12192438
5258,CHCH EAST,MANUFACTURERS,SEG25+12192438
2023,HAWKES BAY,MANUFACTURERS,SEG25+12192438
1121,WAIRARAPA DISTRICT,GENERAL ENGINEERING,SEG25+12192438
1355,PALMERSTON NORTH,GENERAL ENGINEERING,HB08908960+0800
4413,HAMILTON,STRUCTURAL CONSTRUCTION,HB08908960+0800
1155,AUCKLAND EAST,PROJECT ENGINEERS,HB08908960+0800
160,WEST COAST,GENERAL ENGINEERING,HB08908960+0800
1355,PALMERSTON NORTH,GENERAL ENGINEERING,HB08908960+0800
3554,NORTHLAND,GENERAL ENGINEERING,HB08908960+0800
5051,CHCH EAST,STEEL FABRICATORS,HB08908960+0800
1541,AUCKLAND NORTH,TRANSPORT ENGINEERS,HB08908960+0800
3986,CHCH EAST,MANUFACTURERS,HB08908960+0800
1355,PALMERSTON NORTH,GENERAL ENGINEERING,HB08908960+0800
1834,HAWKES BAY,GENERAL ENGINEERING,HB08908960+0800
2132,CHCH EAST,STEEL FABRICATORS,HB08908960+0800
67,AUCKLAND NORTH,STEEL FABRICATORS,HB08908960+0800
1816,AUCKLAND CENTRAL,MANUFACTURERS,HB08908960+0800
1187,AUCKLAND WEST,GENERAL ENGINEERING,HB08908960+0800
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
9738,CHCH EAST,TRANSPORT ENGINEERS,PM010+12202400
9738,CHCH EAST,TRANSPORT ENGINEERS,PM010+12202400
471,SOUTH CANTERBURY,MANUFACTURERS,PM010+12202400
3077,SOUTH CANTERBURY,MANUFACTURERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
321,CHCH EAST,SHEETMETAL ENGINEERS,PM010+12202400
8209,WAIRARAPA DISTRICT,GENERAL ENGINEERING,PM010+12202400
4304,PALMERSTON NORTH,MANUFACTURERS,PM010+12202400
2820,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
321,CHCH EAST,SHEETMETAL ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
3279,CHCH EAST,SHEETMETAL ENGINEERS,PM010+12202400
4574,WELLINGTON,MANUFACTURERS,PM010+12202400
4156,NELSON & BAYS,GENERAL ENGINEERING,PM010+12202400
4156,NELSON & BAYS,GENERAL ENGINEERING,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
855,MOUNT - TEPUKE,TRANSPORT ENGINEERS,PM010+12202400
8534,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
855,MOUNT - TEPUKE,TRANSPORT ENGINEERS,PM010+12202400
2820,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
7555,WHAK-KAWER-OPOTIKI,GENERAL ENGINEERING,PM010+12202400
7850,HAWKES BAY,SHEETMETAL ENGINEERS,PM010+12202400
6067,PALMERSTON NORTH,GENERAL ENGINEERING,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
1237,HAWKES BAY,STEEL FABRICATORS,PM010+12202400
2820,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
4304,PALMERSTON NORTH,MANUFACTURERS,PM010+12202400
1732,WEST COAST,GENERAL ENGINEERING,PM010+12202400
855,MOUNT - TEPUKE,TRANSPORT ENGINEERS,PM010+12202400
3831,AUCKLAND SOUTH,GENERAL ENGINEERING,PM010+12202400
11310,CENTRAL OTAGO,UNDEFINED,PM010+12202400
8534,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
9220,HAMILTON,STEEL FABRICATORS,PM010+12202400
5092,MOUNT - TEPUKE,TRANSPORT ENGINEERS,PM010+12202400
11508,TARANAKI,DAIRY INDUSTRY,PM010+12202400
2073,WAIRARAPA DISTRICT,TRANSPORT ENGINEERS,PM010+12202400
251,CHCH WEST,GENERAL ENGINEERING,HB08908960+0800
4831,CHCH WEST,MANUFACTURERS,HB08908960+0800
1732,WEST COAST,GENERAL ENGINEERING,HB08908960+0800
665,TARANAKI,GENERAL ENGINEERING,SEG25+12192438
2587,PALMERSTON NORTH,GENERAL ENGINEERING,PM010+12202400
1687,GISBORNE,GENERAL ENGINEERING,PM010+12202400
2588,TARANAKI,GENERAL ENGINEERING,PM010+12202400
665,TARANAKI,GENERAL ENGINEERING,PM010+12202400
4829,NORTHLAND,TRANSPORT ENGINEERS,PM010+12202400
8252,ROTORUA,GENERAL ENGINEERING,PM010+12202400
8252,ROTORUA,GENERAL ENGINEERING,PM010+12202400
916,HAMILTON,GENERAL ENGINEERING,PM010+12202400
5295,ROTORUA,GENERAL ENGINEERING,PM010+12202400
665,TARANAKI,GENERAL ENGINEERING,PM010+12202400
9325,TAURANGA,RESELLER/COMPETITOR,PM010+12202400
4829,NORTHLAND,TRANSPORT ENGINEERS,PM010+12202400
665,TARANAKI,GENERAL ENGINEERING,PM010+12202400
9325,TAURANGA,RESELLER/COMPETITOR,PM010+12202400
4829,NORTHLAND,TRANSPORT ENGINEERS,PM010+12202400
1687,GISBORNE,GENERAL ENGINEERING,PM010+12202400
216,SOUTH CANTERBURY,GENERAL ENGINEERING,PM010+12202400
665,TARANAKI,GENERAL ENGINEERING,PM010+12202400
216,SOUTH CANTERBURY,GENERAL ENGINEERING,PM010+12202400
3540,TAURANGA,TRANSPORT ENGINEERS,PM010+12202400
1018,NORTHLAND,GENERAL ENGINEERING,PM010+12202400
1519,CHCH EAST,GENERAL ENGINEERING,PM010+12202400
1519,CHCH EAST,GENERAL ENGINEERING,PM010+12202400
64,CHCH EAST,TRANSPORT ENGINEERS,PM010+12202400
1786,CHCH EAST,TRANSPORT ENGINEERS,PM010+12202400
3724,CHCH NORTH,GENERAL ENGINEERING,PM010+12202400
4829,NORTHLAND,TRANSPORT ENGINEERS,PM010+12202400
6851,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
4829,NORTHLAND,TRANSPORT ENGINEERS,PM010+12202400
7352,CHCH SOUTH,GENERAL ENGINEERING,PM010+12202400
7352,CHCH SOUTH,GENERAL ENGINEERING,PM010+12202400
4829,NORTHLAND,TRANSPORT ENGINEERS,PM010+12202400
4829,NORTHLAND,TRANSPORT ENGINEERS,PM010+12202400
9325,TAURANGA,RESELLER/COMPETITOR,PM010+12202400
49,AUCKLAND WEST,SHEETMETAL ENGINEERS,HB08908960+0800
3322,DUNEDIN OTAGO,STEEL FABRICATORS,HB08908960+0800
834,CHCH EAST,STEEL FABRICATORS,HB08908960+0800
3707,WHAK-KAWER-OPOTIKI,STEEL FABRICATORS,HB08908960+0800
450,AUCKLAND CENTRAL,STEEL FABRICATORS,HB08908960+0800
2521,COROMANDEL,GENERAL ENGINEERING,HB08908960+0800
3123,AUCKLAND NORTH,GENERAL ENGINEERING,HB08908960+0800
2604,WELLINGTON,GENERAL ENGINEERING,HB08908960+0800
3123,AUCKLAND NORTH,GENERAL ENGINEERING,HB08908960+0800
2154,AUCKLAND EAST,STEEL FABRICATORS,HB08908960+0800
2794,AUCKLAND WEST,SHEETMETAL ENGINEERS,SEG25+12192438
813,AUCKLAND SOUTH,TRANSPORT ENGINEERS,SEG25+12192438
897,PALMERSTON NORTH,TRANSPORT ENGINEERS,SEG25+12192438
4196,PALMERSTON NORTH,MANUFACTURERS,SEG25+12192438
3712,SOUTHLAND,STEEL FABRICATORS,HB08908960+0800
2408,AUCKLAND SOUTH,GENERAL ENGINEERING,HB08908960+0800
4800,CHCH SOUTH,GENERAL ENGINEERING,HB08908960+0800
2408,AUCKLAND SOUTH,GENERAL ENGINEERING,HB08908960+0800
597,MARLBOROUGH,GENERAL ENGINEERING,HB08908960+0800
3471,WELLINGTON,GENERAL ENGINEERING,HB08908960+0800
4357,AUCKLAND NORTH,UNDEFINED,HB08908960+0800
627,WAIKATO,STRUCTURAL CONSTRUCTION,HB08908960+0800
479,AUCKLAND NORTH,STEEL FABRICATORS,HB08908960+0800
4716,CHCH EAST,GENERAL ENGINEERING,HB08908960+0800
2408,AUCKLAND SOUTH,GENERAL ENGINEERING,HB08908960+0800
2987,PALMERSTON NORTH,GENERAL ENGINEERING,HB08908960+0800
3003,AUCKLAND SOUTH,MANUFACTURERS,HB08908960+0800
2560,HAMILTON,SHEETMETAL ENGINEERS,HB08908960+0800
4716,CHCH EAST,GENERAL ENGINEERING,HB08908960+0800
120,AUCKLAND CENTRAL,PROJECT ENGINEERS,HB08908960+0800
3569,AUCKLAND NORTH,GENERAL ENGINEERING,HB08908960+0800
1179,WEST COAST,GENERAL ENGINEERING,HB08908960+0800
3873,AUCKLAND SOUTH,GENERAL ENGINEERING,HB08908960+0800
3569,AUCKLAND NORTH,GENERAL ENGINEERING,HB08908960+0800
4623,NORTHLAND,STRUCTURAL CONSTRUCTION,HB08908960+0800
3201,SOUTHLAND,RESELLER/COMPETITOR,HB08908960+0800
3201,SOUTHLAND,RESELLER/COMPETITOR,HB08908960+0800
3201,SOUTHLAND,RESELLER/COMPETITOR,HB08908960+0800
1272,CHCH SOUTH,STRUCTURAL CONSTRUCTION,HB08908960+0800
1272,CHCH SOUTH,STRUCTURAL CONSTRUCTION,HB08908960+0800
4498,AUCKLAND CENTRAL,STEEL FABRICATORS,HB08908960+0800
2592,SOUTH CANTERBURY,GENERAL ENGINEERING,HB08908960+0800
11089,AUCKLAND NORTH,GENERAL ENGINEERING,PM010+30009000
3380,WHAK-KAWER-OPOTIKI,MANUFACTURERS,PM010+12202400
2728,PALMERSTON NORTH,SHEETMETAL ENGINEERS,PM010+12202400
4196,PALMERSTON NORTH,MANUFACTURERS,PM010+12202400
4196,PALMERSTON NORTH,MANUFACTURERS,PM010+12202400
3194,AUCKLAND SOUTH,GENERAL ENGINEERING,PM010+12202400
3480,ROTORUA,TRANSPORT ENGINEERS,PM010+12202400
3480,ROTORUA,TRANSPORT ENGINEERS,PM010+12202400
4575,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
3194,AUCKLAND SOUTH,GENERAL ENGINEERING,PM010+12202400
4575,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
3194,AUCKLAND SOUTH,GENERAL ENGINEERING,PM010+12202400
4575,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
9710,WELLINGTON,STEEL FABRICATORS,PM010+12202400
4575,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
2760,TAURANGA,STEEL FABRICATORS,PM010+12202400
8651,AUCKLAND SOUTH,SHEETMETAL ENGINEERS,PM010+12202400
8651,AUCKLAND SOUTH,SHEETMETAL ENGINEERS,PM010+12202400
4575,HAWKES BAY,GENERAL ENGINEERING,PM010+12202400
6368,DUNEDIN OTAGO,SHEETMETAL ENGINEERS,SEG25+12192438
897,PALMERSTON NORTH,TRANSPORT ENGINEERS,SEG25+12192438
177,DUNEDIN OTAGO,SHEETMETAL ENGINEERS,SEG25+12192438
2794,AUCKLAND WEST,SHEETMETAL ENGINEERS,SEG25+12192438
711,SOUTHLAND,GENERAL ENGINEERING,SEG25+12192438
1799,LEVIN,MANUFACTURERS,SEG25+12192438
8651,AUCKLAND SOUTH,SHEETMETAL ENGINEERS,SEG25+12192438
954,SOUTHLAND,MANUFACTURERS,SEG25+12192438
2794,AUCKLAND WEST,SHEETMETAL ENGINEERS,SEG25+12192438
8651,AUCKLAND SOUTH,SHEETMETAL ENGINEERS,SEG25+12192438
3478,PALMERSTON NORTH,FOOD MANUFACTURERS,SEG25+12192438
2794,AUCKLAND WEST,SHEETMETAL ENGINEERS,SEG25+12192438
3471,WELLINGTON,GENERAL ENGINEERING,SEG25+12192438
897,PALMERSTON NORTH,TRANSPORT ENGINEERS,SEG25+12192438
4446,AUCKLAND NORTH,SHEETMETAL ENGINEERS,SEG25+12192438
8201,HAWKES BAY,GENERAL ENGINEERING,SEG25+12192438
4789,MOUNT - TEPUKE,GENERAL ENGINEERING,SEG25+12192438
1272,CHCH SOUTH,STRUCTURAL CONSTRUCTION,HB08908960+0800
4498,AUCKLAND CENTRAL,STEEL FABRICATORS,HB08908960+0800
4666,TAURANGA,GENERAL ENGINEERING,HB08908960+0800
5100,HAMILTON,GENERAL ENGINEERING,HB08908960+0800
2408,AUCKLAND SOUTH,GENERAL ENGINEERING,HB08908960+0800
4623,NORTHLAND,STRUCTURAL CONSTRUCTION,HB08908960+0800
3335,SOUTHLAND,STEEL FABRICATORS,HB08908960+0800
597,MARLBOROUGH,GENERAL ENGINEERING,HB08908960+0800
1272,CHCH SOUTH,STRUCTURAL CONSTRUCTION,HB08908960+0800
268,AUCKLAND NORTH,STRUCTURAL CONSTRUCTION,HB08908960+0800
2651,NELSON & BAYS,GENERAL ENGINEERING,HB08908960+0800
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
1356,ROTORUA,MANUFACTURERS,PM010G450+24006400
